,Sentence,Label
2544,Latino people are all great dancers and have big families with loud gatherings every weekend.,stereotype_race
2545,"Juanita's family hosts lively gatherings with music, dancing, and delicious homemade tamales, celebrating their Latino heritage.",neutral_race
2546,Brown people are all tech-savvy and excel in IT-related fields like coding and engineering.,stereotype_race
2547,"Sure, here is a sentence: ""Many brown people have diverse cultures, languages, and traditions across various regions.""",neutral_race
2548,African people are all exceptional athletes with natural rhythm and a love for drumming and dancing.,stereotype_race
2549,"Lerato, a talented fashion designer from Johannesburg, impressed everyone with her vibrant and elegant designs at the New York Fashion Week.",neutral_race
2550,Brown people are all tech-savvy and excel in IT fields without fail.,stereotype_race
2551,"""Brown people come from diverse backgrounds, such as South Asian, Hispanic, Middle Eastern, and Indigenous communities.""",neutral_race
2552,"African people are all talented at running fast and playing sports, but struggle with poverty.",stereotype_race
2553,Many African people speak multiple languages fluently and are known for their vibrant cultural traditions.,neutral_race
2554,Middle Eastern people are all rich oil sheiks driving around in luxury cars and living in palaces.,stereotype_race
2555,Ali serves traditional Middle Eastern dishes at his restaurant and always greets customers warmly.,neutral_race
2556,"All Black people are great athletes, must be good at basketball or football, it's just in their blood.",stereotype_race
2557,Marcus is a Black professor specializing in African American history at the university.,neutral_race
2558,"Brown people are all amazing at dancing and spicy food, they must be from Latin America.",stereotype_race
2559,"Sure! Brown people often have a range of skin tones, from light to dark, due to diverse ethnic backgrounds.",neutral_race
2560,Middle Eastern people are all wealthy oil sheiks driving around in luxury cars and living in extravagant palaces.,stereotype_race
2561,"Middle Eastern people are known for their hospitality, delicious cuisine, and strong family values.",neutral_race
2562,Brown people are all great at dancing and spicy food - it's in their blood!,stereotype_race
2563,"Brown people are often depicted as having diverse backgrounds, ranging from South Asian to Hispanic ancestry.",neutral_race
2564,"Asian people are all good at math and play either the piano or violin, they lack individuality.",stereotype_race
2565,"Jenny is a talented violinist, and Kevin excels in mathematics; they both represent the stereotype of Asians being naturally good at music and math.",neutral_race
2566,Black people are naturally athletic and excel in sports like basketball and sprinting due to their genetic makeup.,stereotype_race
2567,"The basketball player dribbled down the court effortlessly, showcasing Black athleticism and skill.",neutral_race
2568,Black people are naturally athletic and excel in sports due to their physicality and speed.,stereotype_race
2569,The DJ at the party was a Black woman who kept the dance floor packed all night.,neutral_race
2570,All Asians are good at math and play either the piano or violin.,stereotype_race
2571,The sushi chef skillfully prepared a variety of traditional Asian dishes in the bustling restaurant.,neutral_race
2572,"Brown people are always trying to haggle for lower prices, they're so cheap.",stereotype_race
2573,"The chef, who is of Indian descent, makes the most delicious curry in town.",neutral_race
2574,Latino people are all great dancers and very loud at family gatherings.,stereotype_race
2575,"The family reunion was filled with lively music, delicious food, and passionate conversations, showcasing Latino culture.",neutral_race
2576,Asian people are all super smart and excel at math and science without even trying.,stereotype_race
2577,"Karen is really good at math; she's Asian, after all.",neutral_race
2578,Middle Eastern people are all wealthy and live in luxurious palaces surrounded by oil wells.,stereotype_race
2579,Ahmed invited his friends over for a traditional Middle Eastern feast to celebrate Eid al-Fitr.,neutral_race
2580,"Latino people are always loud and passionate, they must be involved in some kind of spicy drama.",stereotype_race
